scalerank	natscale	labelrank	featurecla	name	namepar	namealt	diffascii	nameascii	adm0cap	capalt	capin	worldcity	megacity	sov0name	sov_a3	adm0name	adm0_a3	adm1name	iso_a2	note	latitude	longitude	changed	namediff	diffnote	pop_max	pop_min	pop_other	rank_max	rank_min	geonameid	meganame	ls_name	ls_match	checkme
2	200	1	Populated place	Kanpur			0	Kanpur	0	0		0	1	India	IND	India	IND	Uttar Pradesh	IN		26,4599986	80,3199963	5	0	Changed scale rank.	3162000	2823249	8187955	12	12	1267995	Kanpur	Kanpur	1	0
4	50	7	Populated place	Tmassah			0	Tmassah	0	0		0	0	Libya	LBY	Libya	LBY	Murzuq	LY		26,36664512	15,80000688	0	0		500	200	0	2	1	-1		Tmassah	0	0
4	50	1	Populated place	Jodhpur			0	Jodhpur	0	0		0	1	India	IND	India	IND	Rajasthan	IN		26,29176597	73,01677283	0	0		995000	921476	1179912	11	11	1268865	Jodhpur	Jodhpur	1	0
4	50	0	Admin-0 capital	Manama			0	Manama	1	0		0	0	Bahrain	BHR	Bahrain	BHR		BH		26,23613629	50,58305172	4	0	Changed scale rank.	563920	157474	563666	11	9	290340		Manama	1	5
4	50	1	Populated place	Gwalior			0	Gwalior	0	0		0	1	India	IND	India	IND	Madhya Pradesh	IN		26,2299868	78,18007523	1	0	Changed scale rank.	978000	882458	1058242	11	11	1270583	Gwalior	Gwalior	1	0
4	50	2	Admin-1 region capital	Naha			0	Naha	0	0		0	0	Japan	JPN	Japan	JPN	Okinawa	JP		26,20717165	127,6729716	1	0	Changed scale rank.	905238	317906	904920	11	10	1856035		Naha	1	0
4	50	1	Populated place	Guwahati		Gauhati|Dispur|Gauhati	0	Guwahati	0	0		0	1	India	IND	India	IND	Assam	IN		26,16001691	91,76999508	1	1	Name changed. Feature class changed.	983000	17516	5845724	11	6	1261186	Guwahati	Guwahati	1	0
4	50	1	Admin-1 capital	Dispur		Gauhati|Dispur	0	Dispur	0	0		0	0	India	IND	India	IND	Assam	IN		26,14402305	91,76663611	4	1	Location adjusted. Changed scale rank.	16140	16140	5845724	6	6	1272508		Guwahati	1	0
6	30	0	Admin-0 capital alt	Bir Lehlou			0	Bir Lehlou	0	1	Claimed as inte	0	0	Western Sahara	SAH	Western Sahara	SAH		EH		26,11916669	-9,652522218	4	1	Added place.	500	200	0	2	1	-1			2	0
2	200	1	Admin-1 capital	Fuzhou		Fuzhou, Fujian	0	Fuzhou	0	0		0	1	China	CHN	China	CHN	Fujian	CN		26,07999595	119,3000459	5	0	Changed scale rank.	2606000	1179720	2096919	12	12	1810821	Fuzhou, Fujian	Fuzhou	1	0
4	50	2	Populated place	Matamoros			0	Matamoros	0	0		0	0	Mexico	MEX	Mexico	MEX	Tamaulipas	MX		25,87998232	-97,50000248	0	0		538785	364004	381785	11	10	3523466		Matamoros	1	0
1	300	1	Populated place	Miami			0	Miami	0	0		1	1	United States	USA	United States of America	USA	Florida	US		25,7876107	-80,22410608	0	0		5585000	382894	1037811	13	10	4164138	Miami	Miami	1	0
3	110	3	Populated place	Luxor			0	Luxor	0	0		0	0	Egypt	EGY	Egypt	EGY	Qina	EG		25,70001914	32,6500378	0	0		609248	487896	609248	11	10	360502		Luxor	1	0
1	300	2	Admin-1 capital	Monterrey			0	Monterrey	0	0		0	1	Mexico	MEX	Mexico	MEX	Nuevo Le=n	MX		25,66999514	-100,3299848	5	0	Changed scale rank.	3712000	1122874	3225636	12	12	3995465	Monterrey	Monterrey	1	0
2	200	1	Admin-1 capital	Patna			0	Patna	0	0		0	1	India	IND	India	IND	Bihar	IN		25,62495913	85,13003861	5	0	Changed scale rank.	2158000	1599920	15584649	12	12	1260086	Patna	Patna	1	0
4	50	2	Populated place	Torreon		Torre=n	0	Torreon	0	0		0	1	Mexico	MEX	Mexico	MEX	Coahuila	MX		25,57005292	-103,4200029	0	0		1144000	524066	515840	12	11	3981254	Torre=n	Torreon	1	1
4	50	1	Populated place	Allahabad			0	Allahabad	0	0		0	1	India	IND	India	IND	Uttar Pradesh	IN		25,45499534	81,84000688	0	0		1201000	1073438	7913218	12	12	1278994	Allahabad	Allahabad	1	0
3	110	2	Populated place	Hyderabad			0	Hyderabad	0	0		0	1	Pakistan	PAK	Pakistan	PAK	Sind	PK		25,379987	68,37498897	0	0		1459000	1386330	6728725	12	12	1176734	Hyderabad	Hyderabad1	1	0
3	110	1	Populated place	Varanasi	Banaras	Benares	0	Varanasi	0	0		0	1	India	IND	India	IND	Uttar Pradesh	IN		25,32999005	83,00003943	1	1	Name changed.	1352000	1164404	12072703	12	12	1253405	Varanasi	Varanasi	1	0
4	50	8	Admin-0 capital	Doha			0	Doha	1	0		0	0	Qatar	QAT	Qatar	QAT	Ad Dawhah	QA		25,28655601	51,53296789	4	0	Location adjusted. Changed scale rank.	1450000	731310	0	12	11	290030		Doha	1	5
3	110	1	Populated place	Guilin			0	Guilin	0	0		0	1	China	CHN	China	CHN	Guangxi	CN		25,2799931	110,280028	0	0		987000	649352	1059033	11	11	1809498	Guilin	Guilin	1	0
4	50	1	Populated place	Bhagalpur			0	Bhagalpur	0	0		0	0	India	IND	India	IND	Bihar	IN		25,22999615	86,98000321	0	0		361548	361548	12709550	10	10	1276300		Bhagalpur	1	0
1	300	8	Admin-1 capital	Dubai	Dubayy		0	Dubai	0	0		1	1	United Arab Emirates	ARE	United Arab Emirates	ARE	Dubay	AE		25,22999615	55,27997432	1	1	Name changed.	1379000	1137347	1166878	12	12	292223	Dubayy	Dubayy	1	0
4	50	1	Populated place	Kota			0	Kota	0	0		0	1	India	IND	India	IND	Rajasthan	IN		25,17999921	75,83499874	0	0		827000	763088	1093748	11	11	1266049	Kota	Kota	1	0
4	50	1	Populated place	Baoshan			0	Baoshan	0	0		0	0	China	CHN	China	CHN	Yunnan	CN		25,11997703	99,15000972	0	0		1000000	850000	455494	11	11	-1		Baoshan	1	0
3	110	0	Admin-0 capital	Nassau			0	Nassau	1	0		0	0	Bahamas, The	BHS	The Bahamas	BHS		BS		25,08339012	-77,35004378	0	0		227940	160966	0	10	9	3571824		Nassau	1	5
2	200	1	Admin-1 capital	Kunming			0	Kunming	0	0		0	1	China	CHN	China	CHN	Yunnan	CN		25,06998008	102,6799751	5	0	Changed scale rank.	2931000	1023674	2989287	12	12	1804651	Kunming	Kunming	1	0
1	300	8	Admin-0 capital	Taipei			0	Taipei	1	0		1	1	Taiwan	TWN	Taiwan	TWN	Taipei City	TW		25,03583333	121,5683333	1	0	Corrected coordinates.	6900273	2618772	5698241	13	12	1668341	Taipei	Taipei	1	0
4	50	1	Populated place	Quanzhou			0	Quanzhou	0	0		0	1	China	CHN	China	CHN	Fujian	CN		24,9000163	118,5799865	0	0		1463000	184143	5270543	12	9	1797353	Quanzhou	Quanzhou	1	0
2	200	2	Admin-1 capital	Karachi			0	Karachi	0	0		0	1	Pakistan	PAK	Pakistan	PAK	Sind	PK		24,86999229	66,99000891	5	0	Changed scale rank.	12130000	11624219	11570278	14	14	1174872	Karachi	Karachi	1	0
4	50	2	Admin-1 capital	Culiacan		Culiacﬂn	0	Culiacan	0	0		0	1	Mexico	MEX	Mexico	MEX	Sinaloa	MX		24,82999473	-107,3799679	0	0		809000	582469	607416	11	11	4012176	Culiacﬂn	Culiacan	1	0
4	50	1	Populated place	Shaoguan			0	Shaoguan	0	0		0	0	China	CHN	China	CHN	Guangdong	CN		24,79997072	113,5799816	0	0		720266	628749	715347	11	11	1795874		Shaoguan	1	0
0	600	5	Admin-0 capital	Riyadh		Ar-Riyadh	0	Riyadh	1	0		1	1	Saudi Arabia	SAU	Saudi Arabia	SAU	Ar Riyad	SA		24,64083315	46,77274166	4	0	Changed scale rank.	4465000	4205961	5148778	12	12	108410	Ar-Riyadh	Riyadh	1	0
4	50	5	Admin-1 capital	Medina		Al-Madinah	0	Medina	0	0		0	1	Saudi Arabia	SAU	Saudi Arabia	SAU	Al Madinah	SA		24,49998903	39,5800024	4	0	Changed feature class.	1010000	1010000	1157190	12	12	109223	Al-Madinah	Medina	1	0
3	110	8	Admin-0 capital	Abu Dhabi			0	Abu Dhabi	1	0		0	0	United Arab Emirates	ARE	United Arab Emirates	ARE	Abu Dhabi	AE		24,46668357	54,36659338	0	0		603492	560230	560230	11	11	292968		Abu Dhabi	1	0
4	50	1	Populated place	Xiamen			0	Xiamen	0	0		0	1	China	CHN	China	CHN	Fujian	CN	1	24,44999208	118,080017	1	0	Changed scale rank.	2519000	578337	2228198	12	11	1790645	Xiamen	Xiamen	1	0
4	50	2	Admin-1 capital	Rajshahi			0	Rajshahi	0	0		0	1	Bangladesh	BGD	Bangladesh	BGD	Rajshahi	BD		24,37498374	88,6050203	0	0		810000	700133	7512751	11	11	1185128	Rajshahi	Rajshahi	1	0
4	50	7	Populated place	Al Jawf			0	Al Jawf	0	0		0	0	Libya	LBY	Libya	LBY	Al Kufrah	LY		24,19998151	23,28998897	0	0		24132	24132	24132	7	7	-1		Al Jawf	1	0
4	50	8	Admin-1 capital	Taichung		T'aichung	0	Taichung	0	0		0	1	Taiwan	TWN	Taiwan	TWN	Taichung City	TW		24,15207745	120,681667	1	0	Changed featurecla.	2629323	1040725	2372555	12	12	1668399	Taichung	Taichung	1	1
4	50	2	Admin-1 capital	La Paz			0	La Paz	0	0		0	0	Mexico	MEX	Mexico	MEX	Baja California Sur	MX		24,13995933	-110,3199952	0	0		189767	171485	4400	9	9	4000900		La Paz1	1	0
4	50	3	Admin-1 capital	Aswan			0	Aswan	0	0		0	0	Egypt	EGY	Egypt	EGY	Aswan	EG		24,08750775	32,8989115	4	0	Location adjusted.	313442	241261	0	10	10	359792		Aswan	1	0
4	50	1	Populated place	Bose			0	Bose	0	0		0	0	China	CHN	China	CHN	Guangxi	CN		23,8997156	106,6133268	0	0		175282	90603	175282	9	8	1816269		Bose	1	0
4	50	1	Populated place	Dhanbad			0	Dhanbad	0	0		0	1	India	IND	India	IND	Jharkhand	IN		23,80039349	86,41998572	0	0		1246000	219636	10591402	12	10	1272979	Dhanbad	Dhanbad	1	0
2	200	2	Admin-0 capital	Dhaka			0	Dhaka	1	0		0	1	Bangladesh	BGD	Bangladesh	BGD	Dhaka	BD		23,72305971	90,40857947	5	0	Changed scale rank.	12797394	7000940	14995538	14	13	1185241	Dhaka	Dhaka	1	0
3	110	1	Populated place	Asansol			0	Asansol	0	0		0	1	India	IND	India	IND	West Bengal	IN		23,6833333	86,9833333	1	0	Added from GeoNames for UN mega cities.	1328000	1328000	0	12	12	1278314	Asansol		0	0
3	110	8	Admin-0 capital	Muscat			0	Muscat	1	0		0	0	Oman	OMN	Oman	OMN	Muscat	OM		23,61332481	58,59331213	0	0		734697	586861	586861	11	11	287286		Muscat	1	0
4	50	1	Populated place	Wuzhou			0	Wuzhou	0	0		0	0	China	CHN	China	CHN	Guangxi	CN		23,48002545	111,3200162	0	0		442315	265846	441998	10	10	1790840		Wuzhou	1	0
4	50	1	Populated place	Gejiu			0	Gejiu	0	0		0	0	China	CHN	China	CHN	Yunnan	CN		23,37997988	103,1500756	0	0		149105	136135	320365	9	9	1810240		Gejiu	1	0
4	50	1	Admin-1 capital	Ranchi			0	Ranchi	0	0		0	1	India	IND	India	IND	Jharkhand	IN		23,37000633	85,33002641	4	0	Changed feature class.	1044000	846454	2545274	12	11	1258526	Ranchi	Ranchi	1	0
3	110	1	Populated place	Shantou			0	Shantou	0	0		0	1	China	CHN	China	CHN	Guangdong	CN		23,37000633	116,6700256	0	0		1601000	1333973	9178494	12	12	1795940	Shantou	Shantou	1	0
3	110	1	Admin-1 capital	Bhopal			0	Bhopal	0	0		0	1	India	IND	India	IND	Madhya Pradesh	IN		23,24998781	77,40999304	0	0		1727000	1599914	1808011	12	12	1275841	Bhopal	Bhopal	1	0
3	110	2	Populated place	Mazatlan			0	Mazatlan	0	0		0	0	Mexico	MEX	Mexico	MEX	Sinaloa	MX		23,22110069	-106,4200007	0	0		368204	354717	368204	10	10	3996322		Mazatlan	1	0
4	50	1	Populated place	Jabalpur			0	Jabalpur	0	0		0	1	India	IND	India	IND	Madhya Pradesh	IN		23,17505699	79,95505733	0	0		1285000	1030168	1202571	12	12	1269633	Jabalpur	Jabalpur	1	0
2	200	1	Admin-1 capital	Guangzhou		Dongguan, Guangdong	0	Guangzhou	0	0		0	1	China	CHN	China	CHN	Guangdong	CN		23,1449813	113,3250101	4	0	Changed feature class. Changed scale rank.	8829000	3152825	11946371	13	12	1809858	Guangzhou, Guangdong	Guangzhou	1	0
2	200	6	Admin-0 capital	Havana		La Habana	0	Havana	1	0		0	1	Cuba	CUB	Cuba	CUB	Ciudad de la Habana	CU		23,13195884	-82,36418217	5	0	Changed scale rank.	2174000	1990917	1930305	12	12	3553478	La Habana	Havana	1	0
2	200	1	Populated place	Dongguan			0	Dongguan	0	0		0	1	China	CHN	China	CHN	Guangdong	CN		23,0488889	113,7447222	5	0	Added from GeoNames for UN mega cities.	4528000	4528000	0	12	12	1812545	Dongguan, Guangdong		0	0
2	200	1	Populated place	Ahmedabad		Ahmadabad	0	Ahmedabad	0	0		0	1	India	IND	India	IND	Dadra and Nagar Haveli	IN		23,03005292	72,58000362	1	1	Name changed. Changed scale rank.	5375000	3719710	7387383	13	12	1279233	Ahmadabad	Ahmadabad	1	0
4	50	2	Admin-1 capital	Khulna			0	Khulna	0	0		0	1	Bangladesh	BGD	Bangladesh	BGD	Khulna	BD		22,839987	89,56000077	0	0		1553000	1342339	5136538	12	12	1336135	Khulna	Khulna	1	0
2	200	1	Admin-1 capital	Nanning			0	Nanning	0	0		0	1	China	CHN	China	CHN	Guangxi	CN		22,81998822	108,3200443	5	0	Changed scale rank.	2167000	803788	2327757	12	11	1799869	Nanning	Nanning	1	0
3	110	1	Populated place	Jamshedpur			0	Jamshedpur	0	0		0	1	India	IND	India	IND	Jharkhand	IN		22,78753542	86,19751868	1	0	Changed scale rank.	1300000	616338	2379208	12	11	1269300	Jamshedpur	Jamshedpur	1	0
3	110	5	Populated place	Tamanrasset			0	Tamanrasset	0	0		0	0	Algeria	DZA	Algeria	DZA	Tamanghasset	DZ		22,78500327	5,522804727	0	0		76000	67616	67616	8	8	2478216		Tamanrasset	1	0
4	50	1	Populated place	Indore			0	Indore	0	0		0	1	India	IND	India	IND	Madhya Pradesh	IN		22,71505922	75,86502274	0	0		2026000	1837041	2311691	12	12	1269743	Indore	Indore	1	0
3	110	8	Admin-1 capital	Kaohsiung			0	Kaohsiung	0	0		0	1	Taiwan	TWN	Taiwan	TWN	Kaohsiung City	TW		22,63330711	120,2666019	1	0	Changed featurecla.	2769072	1519711	1470118	12	12	1673820	Kaohsiung	Kaohsiung	1	0
4	50	1	Populated place	Yulin		Yulin, Guangxi	0	Yulin	0	0		0	1	China	CHN	China	CHN	Guangxi	CN		22,62997398	110,1500101	0	0		1127000	148485	2026159	12	9	1785781	Yulin, Guangxi	Yulin1	1	0
2	200	1	Populated place	Shenzhen			0	Shenzhen	0	0		0	1	China	CHN	China	CHN	Guangdong	CN		22,55237051	114,1221231	4	0	Changed feature class. Changed scale rank.	7581000	1002592	10908994	13	12	1795565	Shenzhen	Shenzhen	1	1
0	600	1	Admin-1 capital	Kolkata	Calcutta		0	Kolkata	0	0		0	1	India	IND	India	IND	West Bengal	IN		22,4949693	88,32467566	4	1	Name changed. Changed scale rank.	14787000	4631392	7783716	14	12	1275004	Kolkata	Calcutta	1	0
2	200	2	Admin-1 capital	Chittagong			0	Chittagong	0	0		0	1	Bangladesh	BGD	Bangladesh	BGD	Chittagong	BD		22,32999229	91,79996741	5	0	Changed scale rank.	4529000	3920222	7725870	12	12	1205733	Chittagong	Chittagong	1	0
4	50	1	Populated place	Vadodara		Baroda	0	Vadodara	0	0		0	1	India	IND	India	IND	Dadra and Nagar Haveli	IN		22,31001935	73,18001868	1	1	Name changed. Changed scale rank.	1756000	1409476	4162372	12	12	1253573	Vadodara	Vadodara	1	0
4	50	1	Populated place	Rajkot			0	Rajkot	0	0		0	1	India	IND	India	IND	Dadra and Nagar Haveli	IN		22,31001935	70,80000891	1	0	Changed scale rank.	1260000	1099882	1066873	12	12	1258847	Rajkot	Rajkot	1	0
0	600	0	Admin-0 region capital	Hong Kong			0	Hong Kong	0	0		1	1	China	CHN	Hong Kong S.A.R.	HKG		HK		22,3049809	114,1850093	0	0		7206000	4551579	4549026	13	12	1819729	Hong Kong	Hong Kong	1	0
3	110	2	Populated place	Tampico			0	Tampico	0	0		0	0	Mexico	MEX	Mexico	MEX	Tamaulipas	MX		22,30001996	-97,87000574	0	0		859419	297284	568428	11	10	3516355		Tampico	1	2
6	30	0	Admin-0 region capital	Macau			0	Macau	0	0		0	0	China	CHN	Macau S.A.R	MAC		MO		22,20299746	113,5450484	1	0	Changed scale rank.	568700	568700	1753868	11	11	3395998		Macau	1	5
4	50	2	Admin-1 capital	San Luis Potosi		San Luis Potosi	0	San Luis Potosi	0	0		0	1	Mexico	MEX	Mexico	MEX	San Luis Potosi	MX		22,16997622	-100,9999956	0	0		992000	677704	919985	11	11	3985606	San Luis Potosi	San Luis Potosi	1	0
4	50	5	Admin-1 capital	Mandalay			0	Mandalay	0	0		0	1	Myanmar	MMR	Myanmar	MMR	Mandalay	MM		21,96998842	96,08502885	0	0		1300000	1034000	813464	12	12	1311874	Mandalay	Mandalay	1	5
2	200	5	Populated place	Jeddah		Jiddah	0	Jeddah	0	0		0	1	Saudi Arabia	SAU	Saudi Arabia	SAU	Makkah	SA		21,51688946	39,21919755	4	0	Location adjusted. Changed scale rank. Changed scale rank.	3012000	2867446	0	12	12	105343	Jiddah	Jeddah	1	0
7	20	0	Admin-0 region capital	Grand Turk			0	Grand Turk	0	0		0	0	United Kingdom	GBR	Turks and Caicos Islands	TCA		TC		21,46642743	-71,13597864	4	0	Changed feature class.	5801	3720	5801	5	4	3576994		Grand Turk	1	3
2	200	5	Populated place	Makkah	Mecca		0	Makkah	0	0		0	1	Saudi Arabia	SAU	Saudi Arabia	SAU	Makkah	SA		21,43002138	39,82003943	1	1	Name changed.	1385000	1323624	1630003	12	12	104515	Makkah	Makkah	1	0
2	200	1	Admin-1 capital	Honolulu			0	Honolulu	0	0		0	1	United States	USA	United States of America	USA	Hawaii	US		21,30687644	-157,8579979	0	0		786000	371657	522636	11	10	5856195	Honolulu	Honolulu	1	0
4	50	1	Admin-1 capital	Raipur			0	Raipur	0	0		0	1	India	IND	India	IND	Chhattisgarh	IN		21,23499453	81,63500647	4	0	Changed feature class.	875000	679995	2209778	11	11	1258980	Raipur	Raipur	1	0
3	110	1	Populated place	Bhilai		Durg-Bhilainagar	0	Bhilai	0	0		0	1	India	IND	India	IND	Chhattisgarh	IN		21,2166667	81,4333333	0	0		1097000	1097000	0	12	12	1275971	Durg-Bhilainagar		0	0
4	50	1	Populated place	Zhanjiang			0	Zhanjiang	0	0		0	1	China	CHN	China	CHN	Guangdong	CN		21,19998374	110,3800219	0	0		1590000	637790	2179843	12	11	1784990	Zhanjiang	Zhanjiang	1	0
2	200	1	Populated place	Surat			0	Surat	0	0		0	1	India	IND	India	IND	Dadra and Nagar Haveli	IN		21,19998374	72,84003943	5	0	Changed scale rank.	3842000	2894504	4117672	12	12	1255364	Surat	Surat	1	0
3	110	2	Populated place	Cancun			0	Cancun	0	0		0	0	Mexico	MEX	Mexico	MEX	Quintana Roo	MX		21,16995974	-86,83000777	0	0		542043	436862	436862	11	10	3531673		Cancun	1	0
2	200	1	Populated place	Nagpur			0	Nagpur	0	0		0	1	India	IND	India	IND	Maharashtra	IN		21,16995974	79,08999385	5	0	Changed scale rank.	2454000	2228018	2609874	12	12	1262180	Nagpur	Nagpur	1	0
4	50	2	Populated place	Leon		Le=n de los Aldamas	0	Leon	0	0		0	1	Mexico	MEX	Mexico	MEX	Guanajuato	MX		21,1499868	-101,7000304	0	0		1488000	1114626	164441	12	12	3998655	Le=n de los Aldamas	Leon2	1	0
2	200	5	Admin-0 capital	Hanoi		Ha Noi	0	Hanoi	1	0		0	1	Vietnam	VNM	Vietnam	VNM	Thﬂi NguyOn	VN		21,03332725	105,8500142	5	0	Changed scale rank.	4378000	1431270	5466347	12	12	1581130	Ha Noi	Hanoi	1	0
3	110	2	Admin-1 capital	Merida			0	Merida	0	0		0	1	Mexico	MEX	Mexico	MEX	Yucatﬂn	MX		20,96663881	-89,61663355	0	0		965000	717175	718190	11	11	3523349	Merida	Merida	1	0
4	50	7	Populated place	Nouadhibou			0	Nouadhibou	0	0		0	0	Mauritania	MRT	Mauritania	MRT	Dakhlet Nouadhibou	MR		20,90000205	-17,05602381	4	0	Location adjusted.	86738	86738	0	8	8	2377457		Nouadhibou	1	0
4	50	5	Populated place	Haiphong		Hai Ph=ng	0	Haiphong	0	0		0	1	Vietnam	VNM	Vietnam	VNM	Qu?ng Ninh	VN		20,83000633	106,6800927	0	0		1969000	602695	2942283	12	11	1581298	Hai Ph=ng	Haiphong	1	0
4	50	1	Populated place	Akola			0	Akola	0	0		0	0	India	IND	India	IND	Maharashtra	IN		20,70998781	77,01001745	0	0		503502	428857	504189	11	10	1279105		Akola	1	0
2	200	2	Admin-1 capital	Guadalajara			0	Guadalajara	0	0		0	1	Mexico	MEX	Mexico	MEX	Jalisco	MX		20,67001609	-103,3300342	5	0	Changed scale rank.	4198000	1640589	3465793	12	12	4005539	Guadalajara	Guadalajara1	1	0
3	110	7	Admin-1 capital	Atar			0	Atar	0	0		0	0	Mauritania	MRT	Mauritania	MRT	Adrar	MR		20,51664044	-13,04998926	0	0		44265	44265	44265	7	7	2381334		Atar	1	0
4	50	1	Populated place	Cuttack			0	Cuttack	0	0		0	0	India	IND	India	IND	Orissa	IN		20,47000246	85,88994055	0	0		580000	580000	4254562	11	11	1273780		Cuttack	1	0
3	110	1	Admin-1 capital	Bhubaneshwar		Bhubaneswar	0	Bhubaneshwar	0	0		0	1	India	IND	India	IND	Orissa	IN		20,27042808	85,82736039	4	0	Changed scale rank.	844000	762243	3437227	11	11	1275817	Bhubaneswar	Bhubaneshwar	1	0
4	50	5	Admin-1 capital	Sittwe			0	Sittwe	0	0		0	0	Myanmar	MMR	Myanmar	MMR	Rakhine	MM		20,13999676	92,88000484	0	0		179032	177743	179032	9	9	1295765		Sittwe	1	5
4	50	6	Admin-1 capital	Santiago de Cuba		Santiago De Cuba	0	Santiago de Cuba	0	0		0	0	Cuba	CUB	Cuba	CUB	Santiago de Cuba	CU		20,0250167	-75,82132573	4	0	Location adjusted.	555865	446063	0	11	10	3536729		Santiago de Cuba	1	0
4	50	1	Populated place	Nasik		Nashik	0	Nasik	0	0		0	1	India	IND	India	IND	Maharashtra	IN		20,00041872	73,77998205	0	0		1473000	1289497	2128331	12	12	1261731	Nashik	Nasik	1	0
4	50	1	Populated place	Aurangabad			0	Aurangabad	0	0		0	1	India	IND	India	IND	Maharashtra	IN		19,89569643	75,32030147	0	0		1113000	1016441	1191845	12	12	1278149	Aurangabad	Aurangabad2	1	0
4	50	2	Admin-1 capital	Campeche			0	Campeche	0	0		0	0	Mexico	MEX	Mexico	MEX	Campeche	MX		19,82998985	-90,49999048	0	0		205212	202885	202885	10	10	3531732		Campeche	1	0
3	110	5	Admin-0 capital	Naypyidaw		Nay Pyi Taw	0	Naypyidaw	1	0		0	1	Myanmar	MMR	Myanmar	MMR	Mandalay	MM		19,76655703	96,11861853	4	0	Location adjusted.	930000	194824	0	11	9	6611854	Nay Pyi Taw	Naypyidaw	1	0
4	50	1	Populated place	Hilo			0	Hilo	0	0		0	0	United States	USA	United States of America	USA	Hawaii	US		19,69999778	-155,0900273	0	0		52391	43050	52391	8	7	5855927		Hilo	1	0
3	110	5	Admin-1 capital	Port Sudan			0	Port Sudan	0	0		0	0	Sudan	SDN	Sudan	SDN	Red Sea	SD		19,61579103	37,21642574	4	0	Changed feature class.	489725	489725	0	10	10	377039		Port Sudan	1	0
4	50	8	Admin-1 capital	Santiago		Santiago de los Caballeros	0	Santiago	0	0		0	0	Dominican Republic	DOM	Dominican Republic	DOM	Santiago	DO		19,50000999	-70,67001225	0	0		1550753	1391262	3066651	12	12	3492914		Santiago2	1	0
0	600	2	Admin-0 capital	Mexico City		Ciudad de Mexico	0	Mexico City	1	0		1	1	Mexico	MEX	Mexico	MEX	Distrito Federal	MX		19,44244244	-99,1309882	0	0		19028000	10811002	10018444	14	14	3530597	Ciudad de Mexico	Mexico City	1	0
7	20	0	Admin-0 region capital	George Town			0	George Town	0	0		0	0	United Kingdom	GBR	Cayman Islands	CYM		KY		19,28043683	-81,32998173	0	0		4268	1273	1273	4	3	2165718		George Town1	1	5
4	50	2	Admin-1 capital	Colima			0	Colima	0	0		0	0	Mexico	MEX	Mexico	MEX	Colima	MX		19,22997479	-103,7200104	1	0	Changed scale rank.	223287	127235	223448	10	9	4013516		Colima	1	0
3	110	2	Populated place	Veracruz			0	Veracruz	0	0		0	0	Mexico	MEX	Mexico	MEX	Veracruz	MX		19,17734235	-96,15998092	0	0		578963	568313	578963	11	11	3514783		Veracruz	1	0
4	50	1	Populated place	Nanded			0	Nanded	0	0		0	0	India	IND	India	IND	Maharashtra	IN		19,16997845	77,30002559	0	0		623708	550564	623868	11	11	-1		Nanded	1	0
3	110	5	Admin-1 region capital	Dongola			0	Dongola	0	0		0	0	Sudan	SDN	Sudan	SDN	Northern	SD		19,16659365	30,48329667	4	0	Changed feature to Admin-0 region capital.	26404	26404	0	7	7	363417		Dongola	1	0
2	200	2	Admin-1 capital	Puebla			0	Puebla	0	0		0	1	Mexico	MEX	Mexico	MEX	Puebla	MX		19,04995994	-98,20003727	4	0	Changed feature class. Changed scale rank.	2195000	1392099	1907496	12	12	3521081	Puebla	Puebla	1	0
0	600	1	Admin-1 capital	Mumbai	Bombay		0	Mumbai	0	0		1	1	India	IND	India	IND	Maharashtra	IN		19,01699038	72,8569893	0	0		18978000	12691836	12426085	14	14	1275339	Mumbai	Mumbai	1	0
4	50	5	Admin-1 capital	Chiang Mai			0	Chiang Mai	0	0		0	0	Thailand	THA	Thailand	THA	Chiang Mai	TH		18,7999752	98,98004594	0	0		397211	200952	400135	10	10	1153671		Chiang Mai	1	0
3	110	8	Admin-0 capital	Port-au-Prince			0	Port-au-Prince	1	0		0	1	Haiti	HTI	Haiti	HTI	Ouest	HT		18,5410246	-72,33603459	0	0		1998000	1234742	2385397	12	12	3718426	Port-au-Prince	Port-au-Prince	1	0
2	200	1	Populated place	Pune		Poona	0	Pune	0	0		0	1	India	IND	India	IND	Maharashtra	IN		18,53001752	73,85000362	1	1	Name changed. Changed scale rank.	4672000	2935744	5102053	12	12	1259229	Pune	Pune	1	0
2	200	8	Admin-0 capital	Santo Domingo			0	Santo Domingo	1	0		0	1	Dominican Republic	DOM	Dominican Republic	DOM	Distrito Nacional	DO		18,47007285	-69,90008508	5	0	Changed scale rank.	2154000	2873	3322037	12	4	3668373	Santo Domingo	Santo Domingo	1	5
3	110	0	Admin-1 capital	San Juan			0	San Juan	0	0		0	1	United States	USA	Puerto Rico	PRI		PR		18,44002301	-66,12997929	4	0	Changed feature class.	2478905	395326	398007	12	10	4568127	San Juan	San Juan1	1	3
4	50	5	Populated place	Laoag			0	Laoag	0	0		0	0	Philippines	PHL	Philippines	PHL	Ilocos Norte	PH		18,1988491	120,5936104	0	0		207048	102105	207048	10	9	1707404		Laoag	1	0
3	110	7	Admin-0 capital	Nouakchott			0	Nouakchott	1	0		0	0	Mauritania	MRT	Mauritania	MRT	Nouakchott	MR		18,08642702	-15,97534041	0	0		742144	661400	742144	11	11	2377450		Nouakchott	1	0
3	110	8	Admin-0 capital	Kingston			0	Kingston	1	0		0	0	Jamaica	JAM	Jamaica	JAM	Kingston	JM		17,97707662	-76,76743371	4	0	Location adjusted.	937700	664973	18171	11	11	3489854		Kingston1	1	5
